M_X_GeV,"H(0,0)","H(1,0)","H(1,1)","H(2,0)","H(2,1)","H(2,2)","H(3,0)","H(3,1)","H(3,2)","H(3,3)","H(4,0)","H(4,1)","H(4,2)","H(4,3)","H(4,4)"
0.39364548494983276,0.08920614640489266,-0.023874639784543236,-0.024690604544242184,-0.003468912162289605,0.006992401952488016,0.0017823372985186882,-0.0004030413156006044,0.00019348211385139698,-5.6389485204110944e-05,4.149277770864314e-05,6.89941961118129e-06,-7.448945969152681e-05,-2.6276543380705442e-05,0.0,0.0
0.3983277591973244,0.0907956083710227,-0.024860201604489176,-0.025742805981677722,-0.003609597063996889,0.007332597325095086,0.0018943730706602437,-0.00042743631133336545,0.00020697424348099582,-6.134355033817244e-05,4.327650149902745e-05,6.856874236546441e-06,-8.148100399180443e-05,-2.8895779348126406e-05,0.0,0.0
0.403010033444816,0.09243686887650586,-0.025863558905642934,-0.02681459479927289,-0.0037517040326145177,0.007680352484359565,0.0020104650884503004,-0.000452262107261049,0.00022084329918834107,-6.65716356557402e-05,4.499735157943813e-05,6.709628754510647e-06,-8.885431100849077e-05,-3.168299508177697e-05,0.0,0.0
0.4076923076923077,0.09413026455906434,-0.026886219845333924,-0.027907587530906667,-0.0038954212116390123,0.00803619653609488,0.002130812846215493,-0.00047750881475872877,0.00023507520936212972,-7.208381801594076e-05,4.664768736135056e-05,6.444196704140004e-06,-9.661884216781075e-05,-3.4645321193458025e-05,0.0,0.0
0.4123745819397993,0.09587624614319722,-0.027929664021764517,-0.029023374755627798,-0.004040949448722595,0.008400690345950373,0.002255626620510973,-0.0005031679516568444,0.0002496532731494165,-7.789072035804887e-05,4.821960035186302e-05,6.046147954018498e-06,-0.00010478429554457546,-3.779024567099336e-05,0.0,0.0
0.41705685618729094,0.09767537104104244,-0.02899534571195978,-0.030163524118098133,-0.004188503820172813,0.00877442860081413,0.002385127589419374,-0.0005292325362420392,0.00026455786561888555,-8.40035616262373e-05,4.9704861779575974e-05,5.500031755322816e-06,-0.00011336061037086094,-4.112563319246125e-05,0.0,0.0
0.4217391304347826,0.09952829728978332,-0.030084696373164677,-0.03132958262150697,-0.004338315253693345,0.009158042038667132,0.0025195479778125766,-0.000555697197202225,0.0002797661293069576,-9.043421075942664e-05,5.109486708940386e-05,4.78929241702136e-06,-0.00012235797048090364,-4.4659745414977194e-05,0.0,0.0
0.42642140468227424,0.1014357787395046,-0.03119912646314203,-0.032523078235600765,-0.004490632264458553,0.009552199859828012,0.0026591312242038837,-0.0005825582994266254,0.0002952516517094786,-9.719524507702872e-05,5.238057679255902e-05,3.896176894702324e-06,-0.00013178680651343004,-4.840126229877509e-05,0.0,0.0
0.43110367892976587,0.10339866143778675,-0.03234002662699861,-0.03374552085678952,-0.004645722819160769,0.009957612333606354,0.002804132165706883,-0.0006098140855935748,0.00031098412856316417,-0.00010430001344134953,5.355245312605761e-05,2.801633497743446e-06,-0.00014165779666095335,-5.235930452989284e-05,0.0,0.0
0.4357859531772575,0.10541788118698443,-0.033508768292323174,-0.03499840265302014,-0.00480387634240119,0.010375033615626835,0.00295481723845326,-0.000637464833444118,0.00032692901305842397,-0.00011176270462996473,5.460039193460663e-05,1.4852008228304563e-06,-0.00015198186571907006,-5.65434571069432e-05,0.0,0.0
0.4404682274247491,0.10749446227787961,-0.034706703710446755,-0.03628319782330361,-0.004965405879661615,0.010805264792509236,0.0031114646916510307,-0.0006655130285487832,0.000343047151444078,-0.00011959842140754292,5.5513649136601915e-05,-7.511408617632202e-08,-0.00016277018214664918,-6.09637941591138e-05,0.0,0.0
0.4451505016722408,0.10962951742988815,-0.03593516547944501,-0.037601361800478114,-0.005130650431054389,0.011249157172211229,0.003274364814328197,-0.000693963552227092,0.00035929440582869435,-0.000127823260847386,5.628076107483208e-05,-1.90296947293948e-06,-0.00017403415279910423,-6.563090506354655e-05,0.0,0.0
0.4498327759197324,0.11182424899375401,-0.03719546558403336,-0.03895432992602098,-0.005299977470070618,0.011707615840185674,0.003443820174742905,-0.0007228238840718308,0.00037562126535522746,-0.000136454401519376,5.6889457980694245e-05,-4.023835754393498e-06,-0.00018578541494056696,-7.05559219303997e-05,0.0,0.0
0.45451505016722404,0.11407995149810929,-0.03848889398872325,-0.0403435156275136,-0.0054737856616071685,0.012181603503603537,0.0036201458734853834,-0.000752104318258732,0.00039197244732617375,-0.00014551019823411148,5.7326569697371485e-05,-6.465156966331492e-06,-0.00019803582507547235,-7.575054852296735e-05,0.0,0.0
0.4591973244147157,0.11639801564672593,-0.03981671682348223,-0.041770308132747555,-0.005652507793633803,0.012672144648284487,0.003803669812484557,-0.0007818181924823203,0.00040828649028461586,-0.0001550102851138496,5.757792271132233e-05,-9.25652834892083e-06,-0.0002107974440643147,-8.122709067792911e-05,0.0,0.0
0.46387959866220735,0.11877993389899388,-0.04118017420565877,-0.04323606975946133,-0.005836613936949957,0.01318033003570074,0.00399473298349667,-0.0008119821279446429,0.0004244953415095119,-0.0001649756878506388,5.7628227431151316e-05,-1.2429891845184145e-05,-0.00022408251790038,-8.699848828676527e-05,0.0,0.0
0.468561872909699,0.1212273077922787,-0.042580477748076453,-0.04474213282633021,-0.006026614847570683,0.013707321570528242,0.004193689781228298,-0.0008426162783295392,0.00044052394185625055,-0.00017542894611199776,5.746095452672329e-05,-1.6019751503065307e-05,-0.00023790345342204964,-9.307834889316519e-05,0.0,0.0
0.4732441471571906,0.12374185719144333,-0.04401880781094231,-0.046289796239096875,-0.006223065626372887,0.014254357572765981,0.0044009083480635635,-0.0008737445851147598,0.00045628981135829004,-0.00018639424716605525,5.7058198997223534e-05,-2.006341101730706e-05,-0.0002522727881163448,-9.948098295232726e-05,0.0,0.0
0.4779264214046822,0.12632543167798885,-0.04549631056450979,-0.0478803218156007,-0.006426569650734656,0.014822758492497319,0.004616770959457001,-0.0009053950359015627,0.0004717026394922276,-0.00019789757192280414,5.640053047235482e-05,-2.4601235924912846e-05,-0.0002672031530309235,-0.00010622144078574133,0.0,0.0
0.4826086956521739,0.12898002431893046,-0.047014094940206475,-0.04951493042487704,-0.006637782793027067,0.015413933109994327,0.0048416744614470635,-0.0009375999216702483,0.00048666388448350177,-0.00020996685472770432,5.546682806323175e-05,-2.96769432818466e-05,-0.00028270722765032436,-0.0001133155512485269,0.0,0.0
0.4872909698996655,0.13170778808357347,-0.048573229560069264,-0.05119479802834343,-0.006857417940994795,0.016029385269149776,0.005076030774467773,-0.0009703960879949192,0.0005010663864762845,-0.00022263215840024356,5.4234097865560934e-05,-3.533792200390593e-05,-0.00029879768540393956,-0.00012077996210467259,0.0,0.0
0.49197324414715715,0.13451105520463533,-0.05017473974765817,-0.05292105172520356,-0.007086249835325339,0.016670721198248143,0.00532026748070779,-0.00100382517426652,0.0005147939997889644,-0.00023592586618533846,5.2677270973705074e-05,-4.1635587457125036e-05,-0.0003154871282532775,-0.00012863218207735666,0.0,0.0
